V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Time,Class
-0.14235884270194815,2.2047242208925732,-1.7788069155442874,1.6202073960375027,0.6015420627625389,0.4937434287101959,-1.1910700119500137,-0.09120070380236918,-1.1152744966050834,0.1777732096601559,0.488459678682828,0.43784326160183984,0.9670272989223481,-0.11339121962927942,0.35038371640157895,-0.3386453920592347,-2.4992662765191915,0.7208480574960868,-0.11819373126100582,-0.7279215255996548,-1.324178643674441,0.34459023671709893,0.41720897508483074,-2.4280021308646287,-0.409974625956041,0.8086392361118984,0.1460167652800719,-0.5535234483948878,106.96924498452678,5764,0
2.0572217375814947,-0.7515807654853388,-0.23216714122597606,0.06582409068097217,1.2011343187160155,-0.17491526128456367,1.2951954230454268,-0.3572475655457137,0.3184445011112698,0.7905214514506856,-0.1361024725098132,1.8292115673254747,-2.142929387652033,1.8224006028067057,2.1267021928432466,-0.25569819573980496,-0.5892954158211012,-0.84701811538535,-0.3499409229108355,-0.37662877876705153,-0.4158379063428933,-1.5139964530113925,0.005597014484942638,-0.3076806257303259,0.5080382787454923,-0.15310735109034335,-1.519238415559084,-1.8679316065565228,92.57498507225579,6361,0
0.2832619411060342,0.17624355305789557,-1.466146490477443,0.6400905937016204,-0.04255651540541155,0.6354274192820772,0.9485224121301061,1.7851646987700907,1.5194547030720662,0.45889239695299777,0.771135025992736,-0.7519638440597055,0.48440975694279004,-1.9788557318492848,-0.47822134723736814,-0.903664287426677,-1.178454917323188,2.07592528574357,0.17032260399038537,1.5356925287035341,-0.8183387049876713,-0.750898745749407,-0.9286645601943416,1.6098507198220227,-1.0005361544704419,0.5944282883981286,-0.24228836623121658,-1.00204897081418,84.12234250281017,16785,0
1.329811978256545,1.5091863198630975,0.7978365474215322,0.42421551076217917,0.24757303081263096,0.27772897354565207,0.6794265503647401,-0.912520335022391,1.1078577553660276,-1.0201912820296342,1.5873172759488614,0.9538859470338185,-0.6333758917705228,-0.883122088222759,-0.6401305077190139,-1.1740122188120177,0.34184141155407644,-0.6574157301926131,0.19155867451413933,0.05385915733726123,0.9553469228214659,0.7955007089495514,0.5507132002343322,-0.7195848562093667,0.6692145280718079,-0.5959915250984176,-0.4726685777385226,0.6844211143753935,37.16812052233248,33681,0
-0.1546218510474288,-0.044365827553001204,1.4723657716884857,0.27905578683156024,1.6063114614735743,0.35015043029373144,0.9971881049633387,1.4457049320793662,-0.30725179185569806,0.5939550821274855,0.6451028133820569,0.227025881486163,0.32248480726627227,0.3916597454040082,-2.507491789364689,3.2497819436584785,-0.016667467762891734,-0.06370311248093255,-0.9595243959121607,-0.21681492036647293,1.6159330685601436,-1.5255653479315117,0.22890631110387558,1.1404198300686252,0.8937392645928193,1.5655227190146954,-2.2358302562017762,-0.170041616606389,40.61543860986188,80765,0
-0.06903085913008591,0.12288176568845689,0.48682943385049815,-1.4724693736223606,-0.16937633570790953,0.5334173029402696,0.8465192061297966,-0.4745494284514082,1.9959598964128322,0.962875153897713,0.6463407151729254,-0.21543676931962005,0.5215434497717512,-1.1125935973649443,1.6973937053277552,-0.38091191256619006,-0.2941658001028768,0.9294702093464905,1.0956796718328947,-1.3553527368403626,-0.5364490492482921,0.5357900019559824,1.1028164360458448,-0.6780581514092654,0.2807468746048083,0.5268611873572753,-1.1318089355045557,-0.5552538362381223,63.954680697139274,89750,0
0.7551804850779186,-0.08241774698797419,0.6382036641375902,-2.1555826870057477,0.4965727650520017,0.33050779783832424,-1.4473725822216092,-0.47288668518795024,0.8509601690342938,-0.387158018695481,-1.4673988509122302,1.7527526464102687,0.7550148484779383,-0.016446142608070525,-1.6710120072696848,0.9110192643361871,0.8033607491459501,-1.0080212270209439,0.7803417109737678,0.1889933564585319,0.9141503826833272,2.023449403319202,-0.9992949094580789,0.5859399592477961,0.23576116123888569,-0.33934823562120975,0.7869303977883914,-0.2140983344239608,66.97505896685719,42419,0
0.8256466485126221,-0.3257015188793117,0.8565902974187127,0.07758081666739797,0.7003080848140074,-0.8619882498719363,-1.4517973642628252,-1.170880118053392,-0.674299909391933,0.26341218709483666,-0.4780834589817829,0.32593323251094874,-0.5304097150882738,-0.6644276386083766,0.7783988843230409,-2.0730572168250694,-1.414413547903664,0.09576412153188063,1.4067391907130296,0.6336773847103678,0.032043861936262685,0.05263210052363708,-0.9423717697619395,0.8100403934719858,0.7438534779433409,-0.4098963110942584,-1.7232720333776588,-0.8768820863208701,75.19871417924891,50087,0
-0.11306920970132295,0.6249590417971839,1.6012680380645723,-0.782409916140953,-0.11278325114189917,-0.5698839205453902,-0.06197765939740347,0.8740906084061533,-1.1419897339780145,0.1946421839433998,-0.14966739607083093,1.0104860731294159,-0.4692866550619945,-0.43219747620267057,0.38879583730401396,0.5623082416757273,0.4204583805220931,1.6526710378242966,0.41601496492701734,1.3703040276395746,-1.1269816986846803,0.5260891584083358,0.609765046930442,-0.443459858905873,-0.5109485028905407,0.5041666675084865,-0.4221087318487787,1.256882896449804,104.89667074041787,36678,0
-2.367837594728107,-0.6812454379869468,-0.18213197424094965,-1.9070542109758721,-0.23370819783977473,0.23333103129767124,-0.1110270525242241,0.3595938256956825,-0.9655953169610931,0.003928586434172667,0.600602587625408,3.595711569801218,-0.026523527744976422,-0.1900114375122765,0.5178439404135885,1.2009901438030786,-1.0691878199606475,0.6608672454374621,0.3735190439132931,-0.009785292444074662,1.095893300141671,0.2348106820781711,0.7456020341566367,-1.6393414705083502,0.30314891285202866,-0.15616484813016607,0.8825238652718499,0.07876559420897986,49.559486547617084,51178,0
